INSTNM,CITY,STABBR,ZIP,LATITUDE,LONGITUDE,CCUGPROF,ADM_RATE,SAT_AVG,PCIP01,PCIP03,PCIP04,PCIP05,PCIP09,PCIP10,PCIP11,PCIP12,PCIP13,PCIP14,PCIP15,PCIP16,PCIP19,PCIP22,PCIP23,PCIP24,PCIP25,PCIP26,PCIP27,PCIP29,PCIP30,PCIP31,PCIP38,PCIP39,PCIP40,PCIP41,PCIP42,PCIP43,PCIP44,PCIP45,PCIP46,PCIP47,PCIP48,PCIP49,PCIP50,PCIP51,PCIP52,PCIP54,UGDS,UG_NRA,UG_UNKN,UG_WHITENH,UG_BLACKNH,UG_API,UG_AIANOLD,UG_HISPOLD,COSTT4_A,COSTT4_P,PCTFLOAN,GRAD_DEBT_MDN,FEMALE,MEDIAN_HH_INC,UGDS_MEN,UGDS_WOMEN,PCT_WHITE,PCT_BLACK,PCT_ASIAN,PCT_HISPANIC,PCT_BA,PCT_GRAD_PROF,PCT_BORN_US,MD_EARN_WNE_P10,MD_EARN_WNE_P6,TRANS_4,CONTROL,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,UGDS_WHITENH,UGDS_BLACKNH,UGDS_API,UGDS_AIANOLD,UGDS_HISPOLD
University of North Alabama,Florence,AL,35632-0001,34.80658,-87.680999,13,0.58,1027,0,0,0,0,0.0458,0,0.0083,0,0.1,0,0,0.0094,0.0344,0,0.0177,0,0,0.0417,0.0052,0,0.0396,0.049,0,0,0.024,0,0.0156,0.0385,0.049,0.0594,0,0,0,0,0.0594,0.151,0.2313,0.0208,5698,0.0279,0.0251,0.8113,0.1003,0.0057,0.0233,0.0065,16135,NULL,0.6731,21837,0.588164251,48189.09,0.4161,0.5839,83.76000214,13.22000027,0.550000012,2.049999952,11.15999985,5.980000019,97.55000305,36400,27600,0.3487,1,0.7102,0.1416,0.0281,0.0042,0.0104,0.0012,0.0256,0.0393,0.0393,0,0,0,0,0
Northeast Alabama Community College,Rainsville,AL,35986,34.545471,-85.911664,2,NULL,NULL,0,0,0,0,0,0,0.0364,0.0434,0,0,0.1359,0,0.0336,0,0,0.2325,0,0,0,0,0,0,0,0,0,0,0,0.0364,0,0,0,0.0812,0.0266,0,0,0.3221,0.0518,0,2050,0,0,0.9102,0.0084,0.006,0.0687,0.0066,8230,NULL,0,4500,0.616562283,43126.73,0.3712,0.6288,92.62999725,2.569999933,0.219999999,2.869999886,6.110000134,3.619999886,97.59999847,28100,22300,NULL,1,0.84,0.0224,0.0898,0.0073,0.0259,0.0005,0.0098,0.0039,0.0005,0.9091,0.0274,0.0017,0.0324,0.027
Oakwood University,Huntsville,AL,35896,34.756628,-86.661628,10,0.4749,923,0,0,0,0,0.0674,0,0.0147,0,0.0293,0,0,0.0205,0.0059,0,0.0117,0.085,0,0.132,0.0117,0,0.0029,0,0,0.0587,0.0029,0,0.0733,0,0.0792,0.0323,0,0,0,0,0.0381,0.1613,0.1584,0.0147,1687,0.116,0.0617,0.0119,0.7991,0.0023,0.0017,0.0074,35546,NULL,0.7214,31000,0.560819462,60906.45,0.4203,0.5797,54.40000153,34.90999985,3.170000076,10.01000023,15.93000031,8.68999958,86.44999695,32200,21900,0,2,0.0047,0.8435,0.0308,0.0024,0.0065,0,0,0.0699,0.0421,0.0022,0.8989,0.0016,0.0005,0.0091
Alabama Southern Community College,Monroeville,AL,36460,31.488925,-87.326352,3,NULL,NULL,0,0,0,0,0,0,0,0.0678,0,0,0.1864,0,0,0,0,0.322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2147,0,0,0.1186,0.0904,0,1151,0,0.0024,0.6193,0.364,0.004,0.0079,0.0024,10823,NULL,0,PrivacySuppressed,0.627471384,37664.25,0.3858,0.6142,52.25,46.15000153,0.239999995,0.939999998,7.53000021,4.360000134,99.01000214,22800,19900,NULL,1,0.5343,0.424,0.0096,0.0017,0.0096,0.0009,0.0087,0.0009,0.0104,0.0121,0.0128,0,0,0
Prince Institute-Southeast,Elmhurst,IL,60126,41.928952,-87.962922,4,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111,0.2778,0,25,0,0.0106,0.8723,0.0957,0.0106,0,0.0106,NULL,NULL,0.8333,21035.5,PrivacySuppressed,53434.07,0.08,0.92,71.86000061,25.20000076,1.019999981,1.730000019,14.75,8.31000042,96.79000092,PrivacySuppressed,PrivacySuppressed,NULL,3,0.92,0,0.08,0,0,0,0,0,0,0.6825,0.3175,0,0,0
Reid State Technical College,Evergreen,AL,36401,31.46071,-86.964486,2,NULL,NULL,0,0,0,0,0,0,0.0313,0.1313,0,0,0,0,0.025,0,0,0,0,0,0,0,0.0063,0,0,0,0,0,0,0,0,0,0.0063,0.1063,0.1125,0.0875,0,0.425,0.0688,0,422,0,0.0014,0.517,0.466,0,0.0113,0.0042,9233,NULL,0,PrivacySuppressed,0.745679012,36356.31,0.3057,0.6943,61.31000137,36.54000092,0.300000012,0.930000007,7.320000172,3.789999962,98.88999939,19900,20600,NULL,1,0.4336,0.5284,0.0047,0.0024,0.019,0,0.0118,0,0,0.0045,0,0,0,0
Bishop State Community College,Mobile,AL,36603-5898,30.693972,-88.056982,2,NULL,NULL,0,0,0,0,0,0.0093,0.0167,0.0465,0,0,0.0669,0,0.0483,0,0,0.1115,0,0,0,0,0.0818,0,0,0,0,0,0,0,0,0,0.0149,0.0316,0.1747,0.1691,0,0.2138,0.0149,0,2701,0,0.0256,0.3529,0.5944,0.0101,0.0133,0.0037,10193,NULL,0,PrivacySuppressed,0.59457394,41748.26,0.398,0.602,50.06999969,46.38000107,1.070000052,1.25,10.57999992,5.619999886,97.5,21900,18100,NULL,1,0.2469,0.6583,0.0211,0.0185,0.0081,0.0011,0.013,0.0307,0.0022,0.0156,0.0429,0.0047,0,0.0003
Samford University,Birmingham,AL,35229-2240,33.464578,-86.790932,14,0.933,1162,0,0.0052,0,0.0013,0.0762,0,0.0116,0,0.0465,0.0039,0,0.022,0.0568,0.0323,0.0155,0.0039,0,0.0362,0.0103,0,0.0013,0.0724,0.0233,0.0026,0.0026,0,0.0336,0,0.0078,0.0181,0,0,0,0,0.053,0.3114,0.1305,0.022,3145,0.0042,0.0052,0.9115,0.062,0.0063,0.0035,0.0073,42270,NULL,0.3287,22500,0.651421508,69602.13,0.3555,0.6445,80.91000366,14.69999981,1.690000057,3.25,20.55999947,10.93999958,94.63999939,46300,36900,0,2,0.8143,0.069,0.0521,0.0108,0.0032,0,0.0165,0.0286,0.0054,0,0,0,0,0
Selma University,Selma,AL,36701,32.420358,-87.033826,7,NULL,NULL,0,0,0,0,0,0,0,0,0.1739,0,0,0,0,0,0,0,0,0.087,0,0,0,0,0.087,0.3043,0,0,0,0,0,0,0,0,0,0,0,0,0.3478,0,312,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15055,NULL,0.9647,PrivacySuppressed,0.533546326,NULL,0.5096,0.4904,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,0,2,0.0513,0.9423,0,0,0,0,0,0,0.0064,0,1,0,0,0
Shelton State Community College,Tuscaloosa,AL,35405-8522,33.120531,-87.56148,2,NULL,NULL,0,0,0,0,0,0,0,0.0395,0,0,0.0274,0,0.0154,0,0,0.259,0,0,0,0,0,0.0154,0,0,0,0,0,0,0,0,0.0377,0.1544,0.048,0,0.0034,0.2487,0.1509,0,4478,0,0.0415,0.6707,0.27,0.0096,0.0017,0.0066,13901,NULL,0,PrivacySuppressed,0.568951931,43868.43,0.448,0.552,60.90999985,36.84999847,0.629999995,1.350000024,11.18999958,7.059999943,97.80000305,25700,21300,NULL,1,0.5683,0.3522,0.0025,0.0114,0.0045,0.0004,0.0154,0.0031,0.0422,0,0,0,0,0
Snead State Community College,Boaz,AL,35957-0734,34.201247,-86.169479,3,NULL,NULL,0,0,0,0,0,0,0.0509,0,0,0,0.0302,0,0.0377,0,0,0.6811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1189,0.0811,0,2178,0,0.0044,0.9512,0.0253,0.0032,0.0101,0.0057,10771,NULL,0.2741,6228,0.620253165,42881.33,0.3935,0.6065,90.76000214,4.289999962,0.25999999,5.590000153,7.590000153,4.369999886,95.5,26700,21900,NULL,1,0.7691,0.0735,0.0927,0.0092,0.0193,0.0018,0,0.0142,0.0202,0,0,0,0,0
University of South Alabama,Mobile,AL,36688-0002,30.695081,-88.18189,13,0.7816,1045,0,0,0,0,0.0421,0,0.0374,0,0.1007,0.0665,0,0.0083,0,0,0.0151,0,0,0.0493,0.0057,0,0.0415,0.0161,0.0036,0,0.0161,0,0.0343,0.0327,0.0166,0.0249,0,0,0,0,0.0286,0.3276,0.1199,0.013,11379,0.0582,0,0.7391,0.1515,0.0276,0.0093,0.0143,19654,NULL,0.5745,24500,0.60931255,51919.71,0.4405,0.5595,71.43000031,24.68000031,1.460000038,1.700000048,13.56999969,7.28000021,96.5,37000,30900,0.3383,1,0.5896,0.2432,0.0279,0.0324,0.0067,0.0013,0.0279,0.0507,0.0203,0,0,0,0,0
Spring Hill College,Mobile,AL,36608-1791,30.694751,-88.138199,14,0.4132,1120,0,0,0,0,0.1031,0,0,0,0.0762,0.009,0,0,0,0,0.0224,0.0583,0,0.0807,0.0135,0,0.009,0,0.0359,0,0.009,0,0.1166,0,0,0.0717,0,0,0,0,0.0538,0.0583,0.2422,0.0404,1347,0.0147,0.0253,0.7734,0.1353,0.013,0.0065,0.0318,45489,NULL,0.6839,PrivacySuppressed,0.634551495,59048.32,0.3942,0.6058,72.66000366,22.54000092,1.75999999,4.75,17.26000023,9.760000229,93.87999725,42400,34500,0,2,0.6852,0.1314,0.0393,0.0111,0.0082,0.0015,0.0542,0.0275,0.0416,0.6756,0.1833,0.0107,0.0061,0.0698
Southeastern Bible College,Birmingham,AL,35244-2083,33.378935,-86.749045,9,1,1045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,1,0,0,0,0,0,18988,NULL,0.7572,22740.5,0.457831325,57076.95,0.596,0.404,74.47000122,22.12999916,0.829999983,2.720000029,14.07999992,7.340000153,96.73000336,31600,26600,0,2,0.5828,0.3576,0.0265,0,0.0132,0,0,0.0066,0.0132,0,0,0,0,0
Stillman College,Tuscaloosa,AL,35401,33.199228,-87.585242,11,0.5659,831,0,0,0,0,0.0246,0,0,0,0.0082,0,0,0,0,0,0.0082,0.041,0,0.3033,0,0,0,0.1393,0.0082,0.0082,0,0,0.1557,0,0,0,0,0,0,0,0.0246,0,0.1967,0.082,843,0.0039,0,0.0157,0.9797,0.0007,0,0,26466,NULL,0.7292,34000,0.45049505,46186.31,0.5172,0.4828,45.75,49.04999924,1.440000057,4.440000057,12.18999958,6.579999924,94.80999756,27200,20400,0.0027,2,0.0581,0.9122,0.013,0,0,0,0,0.0166,0,0.0259,0.8742,0,0.001,0.0029
Talladega College,Talladega,AL,35160,33.434258,-86.113675,10,NULL,NULL,0,0,0,0,0.0556,0,0.0556,0,0,0,0,0,0,0,0.0222,0,0,0.1,0.0111,0,0,0,0,0,0.0111,0,0.0556,0.0889,0.1,0.0556,0,0,0,0,0.0556,0,0.3778,0.0111,919,0,0,0.0211,0.9747,0,0,0.0042,21476,NULL,0.7804,28822.5,0.450488145,44867.28,0.5419,0.4581,43.09000015,52.13999939,1.070000052,4.710000038,10.43999958,6.019999981,94.65000153,23800,17900,0,2,0.0283,0.8868,0.0468,0.0022,0,0,0,0,0.0359,0.0214,0.9343,0.0014,0,0.0343
H Councill Trenholm State Community College,Montgomery,AL,36108-3199,32.350109,-86.343057,2,NULL,NULL,0,0,0,0,0,0.0383,0.0428,0.0946,0,0,0.0518,0,0.0698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027,0.045,0.0158,0.1419,0,0.4392,0.0338,0,1282,0,0.0106,0.1991,0.7828,0.0075,0,0,11168,NULL,0,PrivacySuppressed,0.539699571,44608.65,0.5086,0.4914,44.11999893,53.68000031,0.639999986,1.200000048,12.61999989,7.659999847,97.51000214,23200,19400,NULL,1,0.3877,0.5897,0.0055,0.0109,0.0023,0.0008,0.0016,0,0.0016,0,0,0,0,0
Troy University,Troy,AL,36082-0001,31.800128,-85.950191,5,0.9187,1046,0,0.0014,0,0,0.0267,0,0.0468,0,0.0609,0,0.0036,0.0079,0,0,0.0094,0.1041,0,0.0346,0.0094,0,0,0.0335,0,0,0.0025,0,0.1359,0.1276,0.0472,0.0753,0,0,0,0,0.0144,0.076,0.1632,0.0195,14065,0.0234,0.152,0.5475,0.2357,0.0121,0.0063,0.0231,17898,NULL,0.6246,25000,0.65699334,49132.68,0.3959,0.6041,62.02000046,34,1.070000052,2.819999933,12.93000031,7.369999886,95.61000061,35800,29700,0.3455,1,0.5345,0.3092,0.0357,0.0082,0.0073,0.001,0.0268,0.0362,0.0411,0.4749,0.4172,0.0104,0.0158,0.028
Tuskegee University,Tuskegee,AL,36088-1920,32.431021,-85.710315,12,0.5296,955,0.0926,0.0116,0.037,0,0,0,0.0139,0,0.0255,0.1829,0,0,0.0069,0,0.0231,0,0,0.1204,0.0139,0,0,0,0,0,0.0301,0,0.125,0,0.0208,0.0509,0,0,0,0,0,0.0463,0.1829,0.0162,2486,0.0134,0.0158,0,0.9704,0,0,0.0004,34354,NULL,0.6484,32122,0.634285714,54155.29,0.3842,0.6158,42.84999847,47.15999985,2.849999905,8.989999771,13.77000046,7.809999943,89.73999786,35300,27800,0.2718,2,0.0044,0.8986,0.002,0.0072,0,0,0,0.0036,0.0841,0.0016,0.8756,0.0004,0.0008,0.002
United States Sports Academy,Daphne,AL,36526-7055,30.639329,-87.91163,5,NULL,NULL,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.7879,PrivacySuppressed,0.195402299,59896.36,0.8365,0.1635,73.29000092,16.70999908,3.180000067,9.050000191,15.85000038,8.239999771,91.05999756,PrivacySuppressed,36500,NULL,2,0.4423,0.1731,0.125,0.0096,0,0,0.0192,0,0.2308,0.5274,0.1712,0.0205,0.0137,0.0411
Bevill State Community College,Jasper,AL,35501,33.835785,-87.265034,2,NULL,NULL,0,0,0,0,0,0,0.0129,0.0274,0,0,0.0419,0,0.0129,0,0,0.2383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0354,0.0209,0.0789,0.1288,0,0.3575,0.0451,0,3075,0,0.007,0.8704,0.1161,0.0017,0.002,0.0028,13058,NULL,0,PrivacySuppressed,0.640799257,41185.71,0.3789,0.6211,82.73999786,15.53999996,0.25,1.120000005,6.559999943,3.930000067,98.62000275,26500,22000,NULL,1,0.8078,0.1398,0.0263,0.0042,0.002,0,0.0081,0,0.0117,0,0,0,0,0
University of Alaska Anchorage,Anchorage,AK,99508,61.189554,-149.826135,5,0.706,NULL,0,0.0097,0,0.0014,0.0101,0,0.0248,0.0097,0.0253,0.0354,0.0667,0.0083,0.0097,0.0041,0.0138,0.1247,0,0.0189,0.0069,0,0.0207,0.0074,0.0018,0,0.011,0.0147,0.0327,0.0216,0.0129,0.0359,0,0.0262,0.0124,0.0258,0.0184,0.218,0.1564,0.0147,12348,0.0258,0.0521,0.7308,0.0413,0.0422,0.0703,0.0374,14476,NULL,0.2463,18704.5,0.595710332,72116.59,0.428,0.572,73.66000366,4.179999828,4.260000229,5.090000153,15.93999958,8.289999962,91.75,43300,35000,0.1851,1,0.5656,0.036,0.0816,0.0842,0.0633,0.0089,0.1054,0.0177,0.0372,0,0,0,0,0
Alaska Bible College,Palmer,AK,99645,61.59843,-149.111341,10,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17404,NULL,0.1429,PrivacySuppressed,PrivacySuppressed,NULL,0.6786,0.3214,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,0.75,0.0357,0.0714,0,0.1071,0,0.0357,0,0,NULL,NULL,NULL,NULL,NULL
University of Alaska Fairbanks,Fairbanks,AK,99775-7500,64.856483,-147.822943,9,0.731,1058,0.0016,0.0293,0,0.0041,0.0146,0,0.0081,0.0358,0.0293,0.0814,0.0285,0.0212,0.0146,0.0049,0.0138,0.0545,0,0.0431,0.0024,0,0.035,0,0.0008,0,0.0163,0.0024,0.0277,0.0846,0.0358,0.0342,0.0187,0.0423,0.0049,0.0024,0.0203,0.1497,0.1326,0.0049,5432,0.0237,0.0695,0.6529,0.0324,0.0248,0.1711,0.0255,16025,NULL,0.2541,16975.5,0.591679507,65084.81,0.451,0.549,69.34999847,4.679999828,2.49000001,4.679999828,14.97999954,8.890000343,93.38999939,37100,30500,0.2116,1,0.4208,0.0208,0.0582,0.0136,0.136,0.0041,0.0438,0.0114,0.2912,0,0,0,0,0
University of Alaska Southeast,Juneau,AK,99801-8697,58.38427,-134.636346,5,0.4891,NULL,0,0.074,0,0,0,0,0.0026,0,0.0459,0,0.0051,0,0,0,0.0179,0.2347,0,0.023,0.0077,0,0.0077,0.0179,0,0,0,0,0,0.0357,0,0.0281,0.023,0.0204,0.0255,0.0026,0.0077,0.1046,0.3163,0,1372,0.0182,0.1408,0.6245,0.0092,0.0325,0.1554,0.0194,18474,NULL,0.172,16750,0.691588785,73622.06,0.3017,0.6983,73.93000031,1.350000024,3.589999914,4.619999886,18.40999985,9.539999962,92.97000122,36800,31600,0.288,1,0.4738,0.0109,0.0678,0.0306,0.1079,0.0124,0.0692,0.0036,0.2238,0,0,0,0,0
Alaska Pacific University,Anchorage,AK,99508,61.191235,-149.804242,9,0.3891,985,0,0.0253,0,0,0,0,0,0,0.0506,0,0,0,0,0,0,0.0506,0,0.1772,0,0,0.0759,0.1772,0,0,0.0253,0,0.038,0,0.0759,0,0,0,0,0,0,0,0.3038,0,254,0.0146,0.0084,0.6367,0.0605,0.0397,0.2025,0.0376,31435,NULL,0.4847,23250,0.654676259,70542.98,0.3543,0.6457,73.12999725,4.449999809,4.110000134,6.889999866,16.93000031,9.18999958,91.33000183,39000,35000,0.2857,2,0.5512,0.0394,0.0236,0.0236,0.1969,0.0039,0.0984,0,0.063,0,0,0,0,0
AVTEC-Alaska's Institute of Technology,Seward,AK,99664-0889,60.110727,-149.444573,1,NULL,NULL,0,0,0,0,0,0,0.0395,0.065,0,0,0.1469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0395,0.178,0.0678,0.0254,0,0.3362,0.1017,0,970,0,0.3,0.3857,0.0048,0.0143,0.2857,0.0095,NULL,NULL,0.03,PrivacySuppressed,0.320224719,62883.46,0.8165,0.1835,54.95000076,1.700000048,2.269999981,2.680000067,12.44999981,6.28000021,95.19999695,32900,30300,NULL,1,0.5258,0.0113,0.0423,0.0186,0.1732,0.001,0.0515,0.0144,0.1619,0,0,0,0,0
Charter College,Vancouver,WA,98683-7575,61.195786,-149.840178,11,NULL,NULL,0,0,0,0,0,0,0.0449,0,0,0,0,0,0,0.0364,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0334,0,0,0.0085,0.0837,0.0771,0,0,0.6183,0.0977,0,1910,0,0.1132,0.6502,0.0782,0.0391,0.0926,0.0267,30017,NULL,0.7685,14875,0.743329575,75163.69,0.2555,0.7445,71.16999817,5.860000134,5.400000095,5.849999905,16.95999908,9.06000042,90.08999634,38300,28100,0.0017,3,0.433,0.0529,0.3021,0.0487,0.0435,0.0031,0.0466,0,0.0702,0.477,0.0645,0.0901,0.1025,0.1581
Alaska Career College,Anchorage,AK,99507-1033,61.181443,-149.856954,4,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0287,0,0.7421,0.2292,0,378,0,0.021,0.4942,0.1422,0.0536,0.1818,0.1072,NULL,19227,0.7986,8437,0.836182336,69860.72,0.1905,0.8095,68.23000336,5.820000172,5.150000095,5.610000134,15.47000027,8.229999542,90.5,31300,24700,NULL,3,0.3757,0.0899,0.1085,0.209,0.1931,0.0026,0.0132,0.0026,0.0053,0.3415,0.0902,0.1317,0.2585,0.0829
Empire Beauty School-Tucson,Tucson,AZ,85716,32.235657,-110.927187,-2,NULL,NULL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0.0161,0,0.629,0.0242,0.0161,0.0161,0.2984,NULL,17683,0.6368,11375,0.93843985,52261.19,0.0609,0.9391,73.77999878,3.200000048,1.889999986,32.81999969,13.98999977,9.210000038,85.95999908,20600,16700,NULL,3,0.2609,0.0957,0.5304,0.0174,0.0261,0.0087,0.0174,0,0.0435,0,0,0,0,0
Thunderbird School of Global Management,Glendale,AZ,85306-6000,33.620887,-112.180861,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20278.5,0.544409338,71245.67,NULL,NULL,81.08000183,5.559999943,5.039999962,11.31999969,22.56999969,14.14999962,86.62999725,111600,91400,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0
American Indian College Inc,Phoenix,AZ,85021,33.577738,-112.092247,11,NULL,NULL,0,0,0,0,0,0,0,0,0.2143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4286,0,0,0,0,0,0,0,0,0,0,0,0,0.3571,0,96,0,0,0.1184,0,0.0263,0.75,0.1053,22928,NULL,0.3708,PrivacySuppressed,0.5,44042.5,0.5,0.5,48.15999985,2.319999933,1.169999957,16.38999939,9.539999962,5.010000229,90.81999969,PrivacySuppressed,PrivacySuppressed,0.4,2,0.0417,0.0417,0.2292,0.0313,0.5938,0.0625,0,0,0,0.131,0.0119,0.1786,0.5238,0.1548
American Institute of Trucking,Phoenix,AZ,85043-4729,33.442262,-112.175304,-2,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,324,0,0,0.7143,0.0884,0.0068,0.034,0.1565,NULL,21100,0.7588,6130,0.117041801,57768.8,0.9012,0.0988,71.76999664,6.909999847,3.24000001,26.65999985,11.36999989,5.610000134,82.05999756,32500,26300,NULL,3,0.3951,0.2809,0.2006,0.0185,0.0062,0,0.0741,0,0.0247,0,0,0,0,0
Carrington College-Phoenix North,Phoenix,AZ,85051-4063,33.560821,-112.115546,4,0.9837,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,676,0.0076,0.0342,0.5095,0.0608,0.0266,0.0875,0.2738,NULL,25266,0.5683,9500,0.817468304,53686.19,0.142,0.858,68.87000275,3.390000105,1.850000024,32.29999924,12.75,6.980000019,85.55000305,24800,24600,NULL,3,0.213,0.0399,0.6139,0.0148,0.0888,0.0044,0.0133,0,0.0118,0,0,0,0,0
Carrington College-Mesa,Mesa,AZ,85210,33.39207,-111.855281,4,0.9861,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,633,0,0.024,0.532,0.06,0.008,0.092,0.284,NULL,25690,0.5459,9500,0.817468304,NULL,0.1785,0.8215,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24800,24600,NULL,3,0.3855,0.06,0.3507,0.0158,0.1469,0.0095,0.0284,0,0.0032,NULL,NULL,NULL,NULL,NULL
Carrington College-Tucson,Tucson,AZ,85745,32.224,-110.982961,4,0.9774,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,357,0,0.024,0.532,0.06,0.008,0.092,0.284,NULL,23663,0.5015,9500,0.817468304,NULL,0.1933,0.8067,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24800,24600,NULL,3,0.1933,0.0364,0.6863,0.0056,0.0504,0.0028,0.014,0,0.0112,NULL,NULL,NULL,NULL,NULL
CollegeAmerica-Flagstaff,Flagstaff,AZ,86001,35.194607,-111.65739,10,NULL,NULL,0,0,0,0,0,0,0.1429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8095,0.0476,0,137,0,0.0455,0.4091,0,0,0.3636,0.1818,30875,NULL,0.8636,25604,0.699300699,45219.99,0.1898,0.8102,44.08000183,1.919999957,0.970000029,14.60999966,11.64000034,6.739999771,92.62999725,22600,17300,0.0247,2,0.219,0.0073,0.0949,0,0.6204,0,0.0438,0,0.0146,0,0,0,0,0
Arizona Academy of Beauty-East,Tucson,AZ,85712,32.237253,-110.872305,-2,NULL,NULL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0.3793,0.0345,0,0.0345,0.5517,NULL,23160,0.5593,5601.5,PrivacySuppressed,47198.06,0.0606,0.9394,71.54000092,3.99000001,1.840000033,35.88999939,12.02000046,7.25,84.83999634,16500,PrivacySuppressed,NULL,3,0.3636,0.2121,0.3333,0.0303,0.0303,0,0.0303,0,0,0.4146,0.122,0,0,0.4268
Arizona Automotive Institute,Glendale,AZ,85301-3579,33.537249,-112.157344,-2,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4302,0.5698,0,0,0,0,0,655,0,1,0,0,0,0,0,NULL,33809,0.7828,9500,0.464067553,52276.12,0.9527,0.0473,63.13999939,4.519999981,2.569999933,35.18000031,10.57999992,5.239999771,80.95999908,34400,21600,NULL,3,0.3847,0.0641,0.3527,0.0092,0.142,0.0168,0.0031,0,0.0275,0.359,0.1416,0.0075,0.0857,0.1863
Brookline College-Phoenix,Phoenix,AZ,85021,33.525384,-112.15007,6,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0187,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0975,0,0,0,0,0,0,0,0.8402,0.0436,0,1240,0,0,0.4435,0.1043,0.0217,0.1174,0.313,NULL,32145,0.6595,9500,0.793679733,50758.42,0.2032,0.7968,65.58999634,4.059999943,1.669999957,40.72999954,10.96000004,6.099999905,83.72000122,21900,17800,0.0046,3,0.3903,0.1718,0.2823,0.0379,0.0548,0.0056,0.0395,0.0008,0.0169,0.2925,0.2559,0.0091,0.0579,0.3359
